_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
66200f80a45a2d53710a0e0b,,53.99,96.79,53.99,59.43,270;0;0;0,time,60,-1,0,60.01,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713377152000
66200ef0a45a2d53710a04c6,,56,97.23,56,61.64,280;0;0;0,time,60,-1,0,60,1,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713377008000
66200eb0a45a2d53710a0125,,54.39,98.2,54.39,62.23,272;0;0;0,time,60,-1,0,60.01,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713376944000
66200e71a45a2d537109fd35,,50.79,97.33,50.79,67.63,254;0;0;0,time,60,-1,1,60.01,0,5.52,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713376881000
66200e2ba45a2d537109f8f4,,48.79,96.86,48.79,62.9,244;0;0;0,time,60,-1,1,60.01,0,21.31,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713376811000
66200dc6a45a2d537109f302,,48.99,96.11,48.99,62.11,245;0;0;0,time,60,-1,2,60.01,1,43.15,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713376710000
661f883ca45a2d5371033868,,59.99,97.4,59.99,72.57,75;0;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342524000
661f881ea45a2d537103377c,,69.59,96.7,72.79,80.53,87;2;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342494000
661f880ca45a2d53710336ee,,48.8,96.88,48.8,64.24,61;0;0;0,time,15,-1,1,15,0,5.56,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342476000
661f87f3a45a2d5371033610,,61.6,97.47,62.4,67.88,77;1;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342451000
661f87e1a45a2d537103355a,,47.99,93.85,47.99,54.93,60;0;0;0,time,15,-1,1,15,0,10.52,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342433000
661f87bfa45a2d5371033415,,58.39,98.68,60.79,71.66,73;1;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342399000
661f879ca45a2d53710332d5,,52.7,93.24,55.89,65.71,66;1;0;0,time,15,-1,0,15.03,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342364000
661f8789a45a2d5371033235,,67.99,100,67.99,72.16,85;0;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342345000
661f8777a45a2d53710331a8,,42.39,93.33,43.99,57.22,53;1;0;0,time,15,-1,1,15,0,11.86,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342327000
661f8726a45a2d5371032ead,,71.19,100,71.19,70.19,89;0;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342245000
661f8713a45a2d5371032df9,,47.19,92.19,47.19,47.76,59;0;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342227000
661f8702a45a2d5371032d4c,,51.2,94.37,51.2,50.42,64;0;0;0,time,15,-1,0,15,1,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342210000
661f86e1a45a2d5371032c25,,65.59,100,65.59,67.37,82;0;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342177000
661f86c6a45a2d5371032b15,,66.38,98.82,66.38,70.01,83;0;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342150000
661f86b1a45a2d5371032a5b,,53.59,95.77,53.59,54.76,67;0;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342129000
661f869aa45a2d53710329aa,,50.39,98.44,50.39,54.39,63;0;0;0,time,15,-1,0,15,1,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342106000
661f8681a45a2d53710328b3,,46.4,98.31,46.4,56.04,58;0;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342081000
661f866ca45a2d537103280a,,60.79,97.44,60.79,68.44,76;0;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342060000
661f864fa45a2d5371032704,,58.38,97.33,58.38,47.99,73;0;0;0,time,15,-1,0,15,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342031000
661f8635a45a2d5371032625,,54.59,97.86,54.59,60.77,273;0;0;0,time,60,-1,3,60.01,0,48.39,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713342005000
661f8429a45a2d5371031376,,56.79,97.95,56.79,62.79,284;0;0;0,time,60,-1,0,60.01,0,0,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713341481000
661f83e7a45a2d5371031104,,53.79,97.83,53.79,57.98,269;0;0;0,time,60,-1,1,60.01,1,4.32,false,false,english,none,normal,false,false,false,661e403ba45a2d5371f5f27f,1713341415000
